,dialog,gameplan_prediction
522," how can I help? <<TURN>>  hey can you make me a salad please? I need 2 slices of tomatoes first <<TURN>>  theres a knife on the island behind you <<TURN>>  sure <<TURN>>  and a tomoato next to the fridge on the counter <<TURN>>  tomato was sliced, what's next? <<TURN>>  thak you! Can you cook a slice of a potato for me now <<TURN>>  sure <<TURN>>  where's the potato? <<TURN>>  in the drawer under the toaster <<TURN>>  check the fridge if its not in the drawer, i saw you checked the one it should have been in <<TURN>>  okay, I'll check the fridge <<TURN>>  thank you",Pickup Knife -- Slice Tomato -- Place CounterTop -- Open Drawer -- Close Drawer -- Open Drawer -- Open Drawer -- Open Drawer -- Close Drawer -- Close Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Fridge -- Pickup Potato -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place Pan -- ToggleOn StoveKnob
523, what do I need to do? <<TURN>>  make a plate of toast please <<TURN>>  do you see a knife <<TURN>>  check the fridge,Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Pickup Plate -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Open Fridge -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- Pickup Plate
524, hi how can i help <<TURN>>  please find the bread in the fridge <<TURN>>  and slice it with the knife <<TURN>>  the knife is between the wall and the coffee machine <<TURN>>  Please toast two slices,Open Fridge -- Pickup Bread -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced
525," We need to make a slice of toast <<TURN>>  Hello, what tasks do I do today? <<TURN>>  find knife <<TURN>>  Please find it for me. <<TURN>>  other side of middle table, there are two charirs <<TURN>>  in one of the chairs, there is knife <<TURN>>  yes <<TURN>>  I have picked it <<TURN>>  FIND BREAD BESIDE STOVE <<TURN>>  In other chair, there is bread <<TURN>>  beside bottle <<TURN>>  There is no bread beside the stove but i have seen it on one of the chairs. <<TURN>>  Yes. Slice the bread <<TURN>>  We need to toast the bread <<TURN>>  I have sliced the bread. <<TURN>>  toaster is beside coffee maker <<TURN>>  Okay <<TURN>>  pick a slice and place it in toaster <<TURN>>  Toaster is left of fridge <<TURN>>  right of sink <<TURN>>  Is there no bowl to place the slices? <<TURN>>  No need to place in bowl <<TURN>>  Now we need find plate <<TURN>>  Yes or a plate too is okay. <<TURN>>  I can not see a plate though. Kindly search for me. <<TURN>>  searching for plate <<TURN>>  remopve egg and place the toast in plate <<TURN>>  could you search for a plate in fridge? <<TURN>>  That is not a plate it is a pan <<TURN>>  When I searched, plate is in fridge <<TURN>>  I have removed both the egg and the glass from the pan but the receptacle is too small to hold the slice. <<TURN>>  Okay let me get it. <<TURN>>  remove apple and take the plate",Pickup Knife -- Slice Bread -- Place Stool -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Open Fridge -- Pickup Tomato -- Place Fridge -- Pickup Plate -- Close Fridge -- Place CounterTop -- Pickup BreadSliced -- Place Plate
526," hi <<TURN>>  what's the task <<TURN>>  hello <<TURN>>  make 2 cups coffee plz <<TURN>>  where is the cup <<TURN>>  one at coffee pot <<TURN>>  one next to it <<TURN>>  Now turn off and back on coffee pot <<TURN>>  Is there something wrong with coffee pot? <<TURN>>  is there another coffee machine <<TURN>>  no <<TURN>>  If it won't turn on or pour we will finish and report glitch <<TURN>>  Yes. it worked <<TURN>>  Great job Now get bread from under sink and make 2 pieces of toast. <<TURN>>  where is the knife <<TURN>>  good <<TURN>>  Now make two plates of toast, one plate on island and one on stool by island",ToggleOff Faucet -- Pickup Vase -- Place CounterTop -- Pickup Apple -- Place CounterTop -- Pickup Fork -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CounterTop -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Mug -- Place CounterTop -- ToggleOff CoffeeMachine -- Pickup Mug -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Mug -- Place CounterTop -- Pickup Mug -- Place CounterTop -- Pickup Mug -- Place CoffeeMachine -- Open Cabinet -- Pickup Bread -- Place CounterTop -- Close Cabinet -- Pickup Bread -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine
527," What shall I do for you today? <<TURN>>  hi <<TURN>>  Hello! <<TURN>>  please clean the mug on the stove and make coffee <<TURN>>  Thank you. <<TURN>>  it is aleready clean <<TURN>>  Thank you. <<TURN>>  now slice a tomato, lettuce and potato <<TURN>>  potato is on the chair <<TURN>>  Thank you! <<TURN>>  knife is on the table <<TURN>>  Where is the lettuce? <<TURN>>  sink <<TURN>>  They're now sliced <<TURN>>  cook two slices of potato in the microwave <<TURN>>  Does it state to put it on anything? <<TURN>>  no",Pickup Mug -- Pour  -- ToggleOff Faucet -- ToggleOn Faucet -- Place CounterTop -- Pickup Tomato -- Place  -- Pickup Mug -- Place  -- ToggleOff Faucet -- ToggleOn Faucet -- Pickup DishSponge -- ToggleOff Faucet -- Place CounterTop -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Potato -- Place DiningTable -- Pickup Tomato -- Place DiningTable -- Pickup Lettuce -- Place DiningTable -- Pickup Knife -- Slice Lettuce -- Slice Tomato -- Slice Potato -- Place DiningTable -- Pickup PotatoSliced -- ToggleOff Microwave -- Open Microwave -- Place Microwave
528," hello, task plz <<TURN>>  hi <<TURN>>  prepare a coffee in a clean mug <<TURN>>  where is mug plz <<TURN>>  got it",Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine
529," Hey, today we're gathering all the cloths and putting them into the bathtub <<TURN>>  ok, what clothes am i gathering? <<TURN>>  The first is already in the bath, pick it up and put it back down <<TURN>>  The second is on the countertop next to the bin <<TURN>>  and the third can be found in the cupboard under the sink <<TURN>>  sorry, it's moved into the sink now <<TURN>>  ah you got it <<TURN>>  okay apparently there is one in the cupboard under the sink",Pickup Cloth -- Place  -- Pickup Cloth -- Place  -- Pickup TissueBox -- Place CounterTop -- Pickup Cloth -- Place  -- Pickup TissueBox -- Place  -- Open Cabinet -- Pickup Cloth
530," Hi. What is the first task? <<TURN>>  hello <<TURN>>  Make a salad please, start with 2 tomato slices <<TURN>>  Done <<TURN>>  Thank you. Now 1 slice of lettuce. <<TURN>>  Now place on clean plate please.",Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Open Drawer -- Close Drawer
531, hi <<TURN>>  what is my first task <<TURN>>  start by cleaning a mug <<TURN>>  then make coffee <<TURN>>  okay <<TURN>>  theres a mug on the rounf table <<TURN>>  round <<TURN>>  done <<TURN>>  what shall i do next <<TURN>>  after the coffee slice the bread <<TURN>>  where is the knife <<TURN>>  next to microwave <<TURN>>  sliced,Pickup Mug -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup Mug -- Place Mug -- Pickup Mug -- ToggleOff Faucet -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Knife -- Slice Bread -- Place DiningTable -- Pickup BreadSliced
532, what work can i help with today? <<TURN>>  lets make breakfast <<TURN>>  ok <<TURN>>  lets clean a coffee mug <<TURN>>  ok <<TURN>>  where is a mug that i may clean <<TURN>>  lets check the dishwasher <<TURN>>  nevermind its by the sink <<TURN>>  im sorry <<TURN>>  i dont see a mug there <<TURN>>  sorry let me look again <<TURN>>  there is one by the dishwasher <<TURN>>  on the counter <<TURN>>  under the microwave <<TURN>>  where is the dishwasher? <<TURN>>  ok <<TURN>>  okay lets rinse that in the sink <<TURN>>  lets make a salad <<TURN>>  ok <<TURN>>  first we need to find some lettuce <<TURN>>  perfect <<TURN>>  i have lettuce <<TURN>>  lettuce is cut <<TURN>>  okay lets slice some tomato <<TURN>>  ok <<TURN>>  tommato is sliced <<TURN>>  do we need a bowl? <<TURN>>  a plate <<TURN>>  ok <<TURN>>  good job <<TURN>>  we need to slice a potato,Pickup ButterKnife -- Slice Potato -- Place CounterTop -- Pickup Cup -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Cup -- Pour  -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup SaltShaker -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup ButterKnife -- Place CounterTop -- Open Fridge -- Pickup Plate -- Place CounterTop -- Close Fridge -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Mug -- Place CounterTop -- Open Fridge -- Pickup Lettuce -- Close Fridge -- Place CounterTop -- Pickup ButterKnife -- Slice Lettuce -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup ButterKnife -- Slice Tomato -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup LettuceSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate
533, hi <<TURN>>  hi <<TURN>>  need to get knife by lettuce <<TURN>>  ok <<TURN>>  where is the knife <<TURN>>  by green door next to lettuce <<TURN>>  done <<TURN>>  what should i do next <<TURN>>  yes now take it to microwave and put it down <<TURN>>  microwave in other corner <<TURN>>  need to find tomato in microwave <<TURN>>  tomato sliced\ <<TURN>>  ok <<TURN>>  what should i do next? <<TURN>>  get plate from left of lettuce <<TURN>>  and rinse it <<TURN>>  done <<TURN>>  now put tomato slices on plate <<TURN>>  how many slices <<TURN>>  2,Pickup Knife -- Slice Lettuce -- Place SideTable -- Pickup LettuceSliced -- Place SideTable -- Pickup Tomato -- Place SideTable -- Pickup Knife -- Slice Tomato -- Place SideTable -- Pickup Plate -- Place CounterTop -- Pickup Fork -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup ButterKnife -- Place CounterTop -- Pickup Plate -- Place Sink -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Pickup TomatoSliced -- Place SideTable -- Pickup TomatoSliced -- Place Plate -- Pickup TomatoSliced -- Place Plate
534, What shall I do today? <<TURN>>  We need to make a salad <<TURN>>  First let's slice lettuce <<TURN>>  Lettuce is in fridge <<TURN>>  knife? <<TURN>>  Knife is right of fridge <<TURN>>  next? <<TURN>>  Slice tomato <<TURN>>  tomato is inside fridge <<TURN>>  next? <<TURN>>  We need to cook 2 slices of potato <<TURN>>  Potato is near sink,Open Fridge -- Pickup Lettuce -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Open Fridge -- Pickup Tomato -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup Potato -- Open Microwave -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup Potato -- Close Microwave -- Place CounterTop -- Pickup Knife -- Slice Potato
535, what do i do <<TURN>>  go and wash the dishes in the sink <<TURN>>  easy task <<TURN>>  all the dishes in the sink rinse with water <<TURN>>  is that it? <<TURN>>  behind you is a dish grab and wash <<TURN>>  on the counter <<TURN>>  i think its a white bowl <<TURN>>  plate <<TURN>>  found it <<TURN>>  yes,ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour Sink -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Mug -- Place CounterTop -- Pickup Plate -- ToggleOn Faucet
536," Hello, what is my task? <<TURN>>  Hi. Today you are preparing breakfast. <<TURN>>  Where should i start> <<TURN>>  You can start by preparing coffee in a clean mug <<TURN>>  done <<TURN>>  next? <<TURN>>  Serve a slice of apple on a plate <<TURN>>  You have to clean the plate first by rinsing it with water",Pickup Mug -- ToggleOff Faucet -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup ButterKnife -- Place CounterTop -- Pickup Apple -- Place CounterTop -- Pickup ButterKnife -- Slice Apple -- Place CounterTop
537," we need to make a sanwich <<TURN>>  hi, what shall i do today. <<TURN>>  first lets slice some bread <<TURN>>  ok <<TURN>>  we need 2 slices of bread toasted <<TURN>>  where can i find bread <<TURN>>  above the stove <<TURN>>  in the right cabinet it seems <<TURN>>  which right? <<TURN>>  in the cabinet above the stove <<TURN>>  the right cabinet <<TURN>>  the knife is by the sink <<TURN>>  i cant find bread <<TURN>>  hmm <<TURN>>  it should be there above the stove <<TURN>>  lets look around then <<TURN>>  please search it <<TURN>>  I have <<TURN>>  it indicates above the stove <<TURN>>  lets try the cabinet to your right <<TURN>>  right of the microwave <<TURN>>  the tall ones <<TURN>>  right in front of you <<TURN>>  there it is <<TURN>>  please grab the bread from the top <<TURN>>  and the slice with the knife <<TURN>>  next to the sink",Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Fridge -- Close Fridge -- Open Cabinet -- Close Cabinet -- Open Drawer -- Close Drawer -- Open Cabinet -- Close Cabinet -- Open Drawer -- Close Drawer -- ToggleOff Microwave -- Open Microwave -- Close Microwave -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Pickup Bread -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Bread
538," How may I assist you today? <<TURN>>  im craving a salad, could you start by slicing some lettuce for me <<TURN>>  Absolutely! <<TURN>>  Could you help me locate the lettuce <<TURN>>  should be in the thin cupboard under the toaster <<TURN>>  Thank you <<TURN>>  Lettuce has been sliced <<TURN>>  now can you slice a tomato",Open Fridge -- Close Fridge -- Open Cabinet -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup Pan -- Place CounterTop -- Pickup Knife -- Slice Tomato
539, Hello. How may I help <<TURN>>  Could you please place all the bottles in a single cabinet for me <<TURN>>  there is a bottle to the left of the stove <<TURN>>  and another to the right of the toaster,Pickup SoapBottle -- Place CounterTop -- Open Cabinet -- Pickup Bottle -- Place Cabinet -- Pickup Bottle -- Place Cabinet
540, what do i do <<TURN>>  Lets start with slicing the bread <<TURN>>  we need to make a toast <<TURN>>  pick up the bread on ur left <<TURN>>  that 1 <<TURN>>  yes <<TURN>>  please slice it with a knife,Pickup Bread -- Place CounterTop -- Pickup Knife -- Slice Bread -- Slice Lettuce -- Place CounterTop
541, prepare coffee <<TURN>>  clean mug <<TURN>>  Sure <<TURN>>  on the counter <<TURN>>  place in coffee maker after cleaning <<TURN>>  grab plate next to stove <<TURN>>  making a sandwich next <<TURN>>  you need bread sliced,Pickup Mug -- ToggleOff Faucet -- Place CounterTop -- Pickup WineBottle -- Place CounterTop -- Pickup Spatula -- Place CounterTop -- Pickup Spoon -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- Pickup Mug -- Place CoffeeMachine -- Pickup Plate -- Place CounterTop
542, Hi! <<TURN>>  What help do you need today? <<TURN>>  clean mug please and make coffee <<TURN>>  Sure. Where is mug? <<TURN>>  on the coffee maker <<TURN>>  It is not making coffee. <<TURN>>  make 2 slice of bread and toast <<TURN>>  coffee done <<TURN>>  Bread please? <<TURN>>  knife in the sink <<TURN>>  bread on the dinning chair <<TURN>>  Done. <<TURN>>  slice tomato and lettuce to the left of the sink,Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- ToggleOn CoffeeMachine -- Pickup Knife -- Place DiningTable -- Pickup Bread -- Place DiningTable -- Pickup Knife -- Slice Bread -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place DiningTable -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place DiningTable -- Pickup Tomato -- Place DiningTable -- Pickup Lettuce -- Place DiningTable -- Pickup Knife -- Slice Lettuce -- Slice Tomato
